x,y,label
0.05975228768872509,0.020485114850259084,1
0.14696539975920767,-0.04596348846785772,1
0.2544206388016187,-0.27814983011327793,1
-0.3310151023894496,0.9112594905033488,-1
-0.006363558637746659,0.34188006856484393,1
1.725040762766135,-0.280256351504573,1
1.2888173532131009,-0.47092152830582107,1
-0.7386365770333788,0.7159141620843356,-1
-0.81239265056942,0.8747395164824912,-1
0.390587440792022,0.9946080695352023,-1
-0.39945727451048907,0.7935279503690802,-1
-0.5522024471304294,0.7862855456170996,-1
0.10467167261246034,0.4155020254248964,1
0.7413806706748216,-0.35418323598213625,1
0.5653831174260217,-0.3561469983744096,1
0.08256008352624575,0.038970716461105934,1
0.9179053247471124,0.05361204308555384,-1
0.29094359833908207,-0.37129691385084934,1
0.3843007402558813,0.8569155492595447,-1
-0.0156917163671233,0.31372216608330084,1
0.8632532483282148,0.5121841187721616,-1
1.7513072969236865,-0.23011025445533423,1
-0.9995510877770268,0.06427922445471272,-1
-0.12200721733093511,0.14716776008962462,1
-0.6837332684093711,0.45859688176090857,-1
0.98148004848755,-0.4028207686206604,1
1.531134826958328,-0.3983575911195378,1
-0.6351060269711937,0.8493894156963108,-1
2.0520620114303956,0.30808061381553953,1
-0.3838949004507657,0.8635520791740435,-1
1.178095415239414,-0.48219887354419927,1
0.8602522781014323,0.023246033757350893,-1
1.7473099202890732,-0.09408487171161062,1
-0.9868662406535547,0.4362916014272344,-1
0.12881955398153394,-0.0029864584623398444,1
1.584972043126196,-0.19407351245798007,1
1.594991347114382,-0.5452709117415198,1
0.5081195804599645,0.8020280053399235,-1
-0.5854306906832224,0.9996286253527301,-1
1.4911741788044266,-0.33816155270881315,1
1.0135323757269659,-0.571978408306884,1
0.3524438147426731,-0.5295149102218745,1
-0.7678536171184781,0.6663139188392492,-1
-0.7412910351500563,0.287877190313808,-1
1.6668965493471353,-0.23905779144468756,1
0.463504153990084,-0.3519971977042074,1
-0.2904505519954164,1.0386678132174323,-1
-0.9896680760443576,0.28266686865124857,-1
0.05020301986465072,0.36086598148725313,1
-0.78964820724851,0.8165835945981365,-1
0.07461842548997118,-0.1804779194229793,1
1.8460742927295586,0.12460155352766568,1
-0.5718048749408496,0.766580942374422,-1
0.27828197784729675,-0.26082909870439214,1
0.7720714807526272,0.8224875597847547,-1
0.08443749241574769,0.0971699294116209,1
-0.6971816057796845,0.4436819764209856,-1
0.9407523422719201,0.18076584934524673,-1
1.97844861942482,-0.2524732610432298,1
1.827374791138637,0.08841973919302817,1
1.795517846464185,-0.3645203524995191,1
0.7950076612306598,-0.6948130214345098,1
1.5176797408315978,-0.4231480695980995,1
1.0193822007838733,0.23162552859989294,-1
1.2097415809625274,-0.5749760395866301,1
0.655141757384188,-0.5384013350155732,1
1.4640265727402337,-0.28797201266111927,1
-0.4689503117353187,1.060662253397456,-1
1.813437673416714,0.40382804391027816,1
-0.31233080395410384,0.8497741597195628,-1
0.7270060989018897,-0.41831960679883406,1
0.6979588724185652,0.6869561352739344,-1
0.8597203793474799,-0.49561619562430365,1
-0.8547710122893504,0.7243242249436652,-1
1.4022626981909663,-0.4492842706498993,1
0.04245300183426012,0.02894810917291395,1
1.1186633294763564,-0.4218869122628976,1
0.4424564436532316,-0.272880686096998,1
0.3248680069721353,0.8447847880892541,-1
0.5543532184545614,0.7495337511836999,-1
0.8345689121538911,0.17883629702170106,-1
0.9856243452929483,0.4393169442521786,-1
0.8084798406132188,0.5624773581691778,-1
-0.9070531290643024,0.5461166491133866,-1
1.2277986206906863,-0.30881790043661833,1
0.24334697645181666,0.03884296241290949,1
1.0638263588602481,0.22045228206755751,-1
0.2402080128865733,0.14921984838676916,1
2.0050428960613114,0.4273090058527935,1
-0.3832382340515186,1.0225481338359315,-1
-0.010244582168768793,0.8347834796471418,-1
1.4335939603466499,-0.33098069707629507,1
0.8129149368510646,-0.6416235569153494,1
0.7559127451532324,0.13338784803807308,-1
0.13556152056600454,1.157295851411981,-1
1.1481933916810694,-0.5489434985204572,1
-0.062201308128006866,0.6821163113778934,1
-0.03890311783658116,0.24633449125174156,1
-0.2989144172118722,0.9999379517926705,-1
1.150457789807116,-0.4050378551758217,1
-0.7715293904883106,0.8063441126519985,-1
-0.7180045415745135,0.7437601493204868,-1
-0.7993168364775466,0.4404892214403386,-1
0.6348480371426786,0.7850007919781947,-1
0.2482433496665475,-0.239370317747693,1
-0.9610504703788967,0.21690157658311954,-1
1.2277318686478587,-0.3499255312641197,1
-0.45489295812924285,1.1413987097124325,-1
2.0331911650695362,0.3360509812532898,1
0.09939788219058614,0.8891423006610976,-1
0.6851068979672408,0.682673683951265,-1
0.29315755198829824,-0.3912593710979267,1
0.6393474298952883,-0.2318799374657418,1
0.3148610886406907,0.7817093694805997,-1
0.11413858060283405,0.9752571367264176,-1
0.9424558844388462,-0.08945575608374888,-1
0.9454255648026707,-0.5201748313107828,1
0.0227595953158906,0.921772782907586,-1
2.058294425454359,0.15372269726892146,1
1.95050794310108,0.31087969980554264,1
